"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2005-01-01,"Housing starts | Single-detached units",25,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-02-01,"Housing starts | Single-detached units",43,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-03-01,"Housing starts | Single-detached units",50,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-04-01,"Housing starts | Single-detached units",77,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-05-01,"Housing starts | Single-detached units",87,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-06-01,"Housing starts | Single-detached units",76,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-07-01,"Housing starts | Single-detached units",61,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-08-01,"Housing starts | Single-detached units",72,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-09-01,"Housing starts | Single-detached units",53,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-10-01,"Housing starts | Single-detached units",80,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-11-01,"Housing starts | Single-detached units",83,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2005-12-01,"Housing starts | Single-detached units",44,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-01-01,"Housing starts | Single-detached units",47,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-02-01,"Housing starts | Single-detached units",50,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-03-01,"Housing starts | Single-detached units",48,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-04-01,"Housing starts | Single-detached units",60,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-05-01,"Housing starts | Single-detached units",109,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-06-01,"Housing starts | Single-detached units",100,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-07-01,"Housing starts | Single-detached units",102,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-08-01,"Housing starts | Single-detached units",66,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-09-01,"Housing starts | Single-detached units",92,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-10-01,"Housing starts | Single-detached units",121,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-11-01,"Housing starts | Single-detached units",91,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2006-12-01,"Housing starts | Single-detached units",73,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-01-01,"Housing starts | Single-detached units",59,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-02-01,"Housing starts | Single-detached units",73,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-03-01,"Housing starts | Single-detached units",92,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-04-01,"Housing starts | Single-detached units",165,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-05-01,"Housing starts | Single-detached units",188,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-06-01,"Housing starts | Single-detached units",179,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-07-01,"Housing starts | Single-detached units",143,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
