"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2003-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-06-01,"Housing completions | Apartment and other unit types",172,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-08-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-10-01,"Housing completions | Apartment and other unit types",30,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-11-01,"Housing completions | Apartment and other unit types",62,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2003-12-01,"Housing completions | Apartment and other unit types",130,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-01-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-05-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-06-01,"Housing completions | Apartment and other unit types",47,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-07-01,"Housing completions | Apartment and other unit types",21,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-08-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-10-01,"Housing completions | Apartment and other unit types",129,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-11-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2004-12-01,"Housing completions | Apartment and other unit types",30,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-01-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-04-01,"Housing completions | Apartment and other unit types",44,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-06-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-08-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-09-01,"Housing completions | Apartment and other unit types",139,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-10-01,"Housing completions | Apartment and other unit types",29,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-11-01,"Housing completions | Apartment and other unit types",4,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2005-12-01,"Housing completions | Apartment and other unit types",63,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-01-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-02-01,"Housing completions | Apartment and other unit types",26,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-06-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-08-01,"Housing completions | Apartment and other unit types",58,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-10-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-11-01,"Housing completions | Apartment and other unit types",53,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2006-12-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-01-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-04-01,"Housing completions | Apartment and other unit types",101,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-06-01,"Housing completions | Apartment and other unit types",33,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-07-01,"Housing completions | Apartment and other unit types",63,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-08-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-10-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-11-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2007-12-01,"Housing completions | Apartment and other unit types",51,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-01-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-02-01,"Housing completions | Apartment and other unit types",35,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-03-01,"Housing completions | Apartment and other unit types",138,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-05-01,"Housing completions | Apartment and other unit types",20,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-06-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-08-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-10-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-11-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2008-12-01,"Housing completions | Apartment and other unit types",146,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-01-01,"Housing completions | Apartment and other unit types",37,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-02-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-05-01,"Housing completions | Apartment and other unit types",66,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-06-01,"Housing completions | Apartment and other unit types",105,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-07-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-08-01,"Housing completions | Apartment and other unit types",71,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
