"date","label","value","VECTOR","DECIMALS","is_ratio","group","display_order"
2011-03-01,"Self-employed",19.9,"v1642751284","1",FALSE,"Employment type",21
2011-04-01,"Self-employed",18.9,"v1642751284","1",FALSE,"Employment type",21
2011-05-01,"Self-employed",18.7,"v1642751284","1",FALSE,"Employment type",21
2011-06-01,"Self-employed",19.1,"v1642751284","1",FALSE,"Employment type",21
2011-07-01,"Self-employed",19.1,"v1642751284","1",FALSE,"Employment type",21
2011-08-01,"Self-employed",18.9,"v1642751284","1",FALSE,"Employment type",21
2011-09-01,"Self-employed",18.2,"v1642751284","1",FALSE,"Employment type",21
2011-10-01,"Self-employed",18.3,"v1642751284","1",FALSE,"Employment type",21
2011-11-01,"Self-employed",18.3,"v1642751284","1",FALSE,"Employment type",21
2011-12-01,"Self-employed",18.5,"v1642751284","1",FALSE,"Employment type",21
2012-01-01,"Self-employed",18.8,"v1642751284","1",FALSE,"Employment type",21
2012-02-01,"Self-employed",18.6,"v1642751284","1",FALSE,"Employment type",21
2012-03-01,"Self-employed",18.6,"v1642751284","1",FALSE,"Employment type",21
2012-04-01,"Self-employed",18.4,"v1642751284","1",FALSE,"Employment type",21
2012-05-01,"Self-employed",18.5,"v1642751284","1",FALSE,"Employment type",21
2012-06-01,"Self-employed",18.7,"v1642751284","1",FALSE,"Employment type",21
2012-07-01,"Self-employed",18.8,"v1642751284","1",FALSE,"Employment type",21
2012-08-01,"Self-employed",19.1,"v1642751284","1",FALSE,"Employment type",21
2012-09-01,"Self-employed",19.5,"v1642751284","1",FALSE,"Employment type",21
2012-10-01,"Self-employed",20.1,"v1642751284","1",FALSE,"Employment type",21
2012-11-01,"Self-employed",20.4,"v1642751284","1",FALSE,"Employment type",21
2012-12-01,"Self-employed",20.2,"v1642751284","1",FALSE,"Employment type",21
2013-01-01,"Self-employed",19.7,"v1642751284","1",FALSE,"Employment type",21
2013-02-01,"Self-employed",19.4,"v1642751284","1",FALSE,"Employment type",21
2013-03-01,"Self-employed",19.9,"v1642751284","1",FALSE,"Employment type",21
2013-04-01,"Self-employed",20.7,"v1642751284","1",FALSE,"Employment type",21
2013-05-01,"Self-employed",21.6,"v1642751284","1",FALSE,"Employment type",21
2013-06-01,"Self-employed",21.7,"v1642751284","1",FALSE,"Employment type",21
2013-07-01,"Self-employed",21.6,"v1642751284","1",FALSE,"Employment type",21
2013-08-01,"Self-employed",21.5,"v1642751284","1",FALSE,"Employment type",21
2013-09-01,"Self-employed",21.1,"v1642751284","1",FALSE,"Employment type",21
2013-10-01,"Self-employed",21.2,"v1642751284","1",FALSE,"Employment type",21
2013-11-01,"Self-employed",20.8,"v1642751284","1",FALSE,"Employment type",21
2013-12-01,"Self-employed",20.9,"v1642751284","1",FALSE,"Employment type",21
2014-01-01,"Self-employed",20.7,"v1642751284","1",FALSE,"Employment type",21
2014-02-01,"Self-employed",20.9,"v1642751284","1",FALSE,"Employment type",21
2014-03-01,"Self-employed",21.3,"v1642751284","1",FALSE,"Employment type",21
2014-04-01,"Self-employed",21.8,"v1642751284","1",FALSE,"Employment type",21
2014-05-01,"Self-employed",22.1,"v1642751284","1",FALSE,"Employment type",21
2014-06-01,"Self-employed",22.9,"v1642751284","1",FALSE,"Employment type",21
2014-07-01,"Self-employed",22.9,"v1642751284","1",FALSE,"Employment type",21
2014-08-01,"Self-employed",23,"v1642751284","1",FALSE,"Employment type",21
2014-09-01,"Self-employed",22.7,"v1642751284","1",FALSE,"Employment type",21
2014-10-01,"Self-employed",22.9,"v1642751284","1",FALSE,"Employment type",21
2014-11-01,"Self-employed",23.1,"v1642751284","1",FALSE,"Employment type",21
2014-12-01,"Self-employed",22.5,"v1642751284","1",FALSE,"Employment type",21
2015-01-01,"Self-employed",22.4,"v1642751284","1",FALSE,"Employment type",21
2015-02-01,"Self-employed",22,"v1642751284","1",FALSE,"Employment type",21
2015-03-01,"Self-employed",21.8,"v1642751284","1",FALSE,"Employment type",21
2015-04-01,"Self-employed",21.6,"v1642751284","1",FALSE,"Employment type",21
2015-05-01,"Self-employed",21.6,"v1642751284","1",FALSE,"Employment type",21
2015-06-01,"Self-employed",21.7,"v1642751284","1",FALSE,"Employment type",21
2015-07-01,"Self-employed",21.9,"v1642751284","1",FALSE,"Employment type",21
2015-08-01,"Self-employed",21.3,"v1642751284","1",FALSE,"Employment type",21
2015-09-01,"Self-employed",21.1,"v1642751284","1",FALSE,"Employment type",21
2015-10-01,"Self-employed",20.8,"v1642751284","1",FALSE,"Employment type",21
2015-11-01,"Self-employed",21.3,"v1642751284","1",FALSE,"Employment type",21
2015-12-01,"Self-employed",22.1,"v1642751284","1",FALSE,"Employment type",21
2016-01-01,"Self-employed",22.4,"v1642751284","1",FALSE,"Employment type",21
2016-02-01,"Self-employed",22.3,"v1642751284","1",FALSE,"Employment type",21
2016-03-01,"Self-employed",22.5,"v1642751284","1",FALSE,"Employment type",21
2016-04-01,"Self-employed",22.6,"v1642751284","1",FALSE,"Employment type",21
2016-05-01,"Self-employed",22.5,"v1642751284","1",FALSE,"Employment type",21
2016-06-01,"Self-employed",21.6,"v1642751284","1",FALSE,"Employment type",21
2016-07-01,"Self-employed",20.9,"v1642751284","1",FALSE,"Employment type",21
2016-08-01,"Self-employed",20,"v1642751284","1",FALSE,"Employment type",21
2016-09-01,"Self-employed",19.4,"v1642751284","1",FALSE,"Employment type",21
2016-10-01,"Self-employed",19.3,"v1642751284","1",FALSE,"Employment type",21
2016-11-01,"Self-employed",19.7,"v1642751284","1",FALSE,"Employment type",21
2016-12-01,"Self-employed",20.5,"v1642751284","1",FALSE,"Employment type",21
2017-01-01,"Self-employed",20.6,"v1642751284","1",FALSE,"Employment type",21
2017-02-01,"Self-employed",20.6,"v1642751284","1",FALSE,"Employment type",21
2017-03-01,"Self-employed",20.1,"v1642751284","1",FALSE,"Employment type",21
2017-04-01,"Self-employed",20.4,"v1642751284","1",FALSE,"Employment type",21
2017-05-01,"Self-employed",20.4,"v1642751284","1",FALSE,"Employment type",21
2017-06-01,"Self-employed",20.2,"v1642751284","1",FALSE,"Employment type",21
2017-07-01,"Self-employed",19.9,"v1642751284","1",FALSE,"Employment type",21
2017-08-01,"Self-employed",21,"v1642751284","1",FALSE,"Employment type",21
2017-09-01,"Self-employed",22.6,"v1642751284","1",FALSE,"Employment type",21
2017-10-01,"Self-employed",23.8,"v1642751284","1",FALSE,"Employment type",21
2017-11-01,"Self-employed",23.8,"v1642751284","1",FALSE,"Employment type",21
2017-12-01,"Self-employed",23.8,"v1642751284","1",FALSE,"Employment type",21
2018-01-01,"Self-employed",23.3,"v1642751284","1",FALSE,"Employment type",21
2018-02-01,"Self-employed",22.9,"v1642751284","1",FALSE,"Employment type",21
2018-03-01,"Self-employed",21.8,"v1642751284","1",FALSE,"Employment type",21
2018-04-01,"Self-employed",21,"v1642751284","1",FALSE,"Employment type",21
2018-05-01,"Self-employed",20.7,"v1642751284","1",FALSE,"Employment type",21
2018-06-01,"Self-employed",21.2,"v1642751284","1",FALSE,"Employment type",21
2018-07-01,"Self-employed",21.7,"v1642751284","1",FALSE,"Employment type",21
2018-08-01,"Self-employed",22,"v1642751284","1",FALSE,"Employment type",21
2018-09-01,"Self-employed",22,"v1642751284","1",FALSE,"Employment type",21
2018-10-01,"Self-employed",21.8,"v1642751284","1",FALSE,"Employment type",21
2018-11-01,"Self-employed",21.2,"v1642751284","1",FALSE,"Employment type",21
2018-12-01,"Self-employed",20.3,"v1642751284","1",FALSE,"Employment type",21
2019-01-01,"Self-employed",19.4,"v1642751284","1",FALSE,"Employment type",21
2019-02-01,"Self-employed",18.7,"v1642751284","1",FALSE,"Employment type",21
